"","x"
"4493","Trump is (still) spoiling for a trade war https://t.co/NSzPPaRPM2"
"4494","RT @debra_derienzo: Wow<U+2194>Great speech 2 Congress in The People's House. We Stand with You &amp; We Love @POTUS #Trump <ed><U+00A0><U+00BD><ed><U+00B1><U+0094> We Love &amp; Honor America!…"
"4495","RT @mattyglesias: My take on last night's speech -- turn the Trump Show off and look at what's happening in America https://t.co/sAF9b5GDai"
"4496","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4497","What we learned from Trump's first speech to Congress https://t.co/B2nuZox8fI"
"4498","RT @piersmorgan: My new @DailyMail is about President Trump's speech to Congress &amp; the astonishing dignity of a Navy SEAL widow. 
Posting s…"
"4499","RT @politico: Democrats' response to @realDonaldTrump: 'Reckless' president will 'rip' health care away from working class https://t.co/jAq…"
"4500","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"4501","5 Key Takeaways From President Trump’s Speech https://t.co/Kmwyq42eh8"
"4502","RT @foxandfriends: President Trump's first speech to Congress: Buy American, hire American https://t.co/Q02it9SpHO"
"4503","RT @KDorr45: ICYMI: Viewers strongly approve of @POTUS speech to Congress https://t.co/hSXz3fB0Lv"
"4504","RT @nypost: Navy SEAL's widow brought to tears by standing ovation at President Trump's speech to Congress https://t.co/ArWL36mVsh https://…"
"4505","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4506","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"4507","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4508","RT @pharris830: Trump's Speech to Congress Contained Dozens of Lies, Falsehoods, Inaccurate, or Misleading Statements https://t.co/8KWq1bD9…"
"4509","RT @WestmonsterUK: HUGE: 78% of Americans positive about Trump's speech to Congress. 72% support his economic policies. https://t.co/eiEU4r…"
"4510","RT @Telegraph: Democrat women wear white to Donald Trump's congress speech in honour of women's rights https://t.co/uLCOTRaVkV"
"4511","RT @Miller_Hyatt: POLL: Are you satisfied with President Trump's speech to Congress? #JointAddress  #TrumpAddress"
"4512","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4513","When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/ut3eocDDqg"
"4514","RT @ryrysven: @VanJones68 can you please kiss his ass some more? Same Trump. Same lies. Same hateful old troll. #Resign #Impeach https://t.…"
"4515","RT @aerdt: When you fact-check Donald #Trump's latest speech, you find that even the technically true parts aren't really true 
https://t.c…"
"4516","Trump shifts his tone with more presidential and traditional speech, but not his policies https://t.co/baDzmXAIHz via @WSJ"
"4517","In speech to Congress, President Trump says Obamacare is ""collapsing"" https://t.co/DLhkfAL9zM"
"4518","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"4519","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"4520","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"4521","Trump Faults FDA Approval Process 'Restraints' - In his address to Congress last night a speech widely praised ... https://t.co/STkABzuv2c"
"4522","RT @GlobalZarfati: JUST IN: Dow surges to 21,000 for first time following Pres. Trump's speech to Congress. 
@NBCNightlyNews"
"4523","#business #technews Dow Jones Hits Record 21,000 as Wall Street Cheers Trump's Speech https://t.co/yE1jw2xET5"
"4524","RT @CNN: Van Jones on Trump: 'He became President of the United States in that moment, period' https://t.co/PkQV7RhnCO"
"4525","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4526","RT @WestmonsterUK: HUGE: 78% of Americans positive about Trump's speech to Congress. 72% support his economic policies. https://t.co/eiEU4r…"
"4527","RT @NickKristof: I can't end my live tweeting of Trump's first speech to a joint session of Congress without raising this larger thought: h…"
"4528","President Trump\'s Speech to Joint Session of Congress https://t.co/J0outxRCy2"
"4529","RT @politico: ICYMI: Our reporters fact-checked @POTUS' first address to Congress https://t.co/5B5ARQ3ybP https://t.co/e6iv9b6DUC"
"4530","And a good early summary from Politico: https://t.co/aNMp4rWi28"
"4531","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"4532","Watch Colbert Shred Trump’s Speech to Congress for 12 Straight Minutes https://t.co/8hH0NTHPGW https://t.co/nU4Hn7ew0s"
"4533","RT @TedAbram1: POTUS, ""...all Ds and Rs in the Congress to work with us to save Americans from this imploding Obamacare disaster.” https://…"
"4534","#Trump #Poll Two early polls: Trump's speech was a winner - Politico https://t.co/qlKVbpOI4a"
"4535","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"4536","RT @ya_dolly: Transcript And Analysis: Democratic Response To President Trump's Speech Congress : NPR https://t.co/9Zv4mZCIOp"
"4537","RT @Complex: Colbert on Trump's speech: ""Any chance there's a mistake and 'Moonlight' is the president?"" https://t.co/c64sYXNkuc https://t.…"
"4538","RT @exlarson: So wait. One speech, in which Trump does not look like a lunatic, erases all the other Strangelovian moments?  https://t.co/6…"
"4539","RT @politico: FACT CHECK: Trump touts clean air and water while trying to kill air, water rules https://t.co/GolTSdPnf3 https://t.co/aP5j6o…"
"4540","RT @MotherJones: Bernie Sanders tells supporters to keep fighting because Republicans are ""not so cocky anymore"" https://t.co/xEWV91Bgg2"
"4541","RT @laweez: The two most debased moments of Donald Trump’s speech to Congress: https://t.co/atRZipHBjZ via @slate"
"4542","President Trump's first speech to Congress he talked about America in his most optimistic way yet. #2150AG https://t.co/H9UBMxCCwJ"
"4543","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4544","RT @Old_Bern_Kenobi: Almost every big claim Donald Trump just made was false https://t.co/iwlT50DbdB"
"4545","Fact-checking #45's speech, part 1: https://t.co/5mvCb9oCN9"
"4546","RT @pharris830: Trump's Speech to Congress Contained Dozens of Lies, Falsehoods, Inaccurate, or Misleading Statements https://t.co/8KWq1bD9…"
"4547","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"4548","RT @GlennThrush: Trump succeeded cos the bar was low, he stuck to script and, for the first time, added some redemption to his wrath https:…"
"4549",".@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/k25Ovn29Ln"
"4550","RT @washingtonpost: Opinion: Trump’s speech to Congress was devoid of substance https://t.co/TcC5zJqF2s"
"4551",".@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/rg9Gmfmvrf"
"4552","RT @dwthompson1945: In case you missed it, Trump speech to Congress was magnificent, bold optimistic and showed his love of USA in red, whi…"
"4553","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"4554","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"4555","Nevermind this soldier was killed due to his presidential blunder, but pretty words equal absolution?<ed><U+00A0><U+00BE><ed><U+00B4><U+0094>Okay<ed><U+00A0><U+00BD><ed><U+00B8><U+0092> #SureJan https://t.co/oAh3pm5hab"
"4556","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4557",". @GeorgeTakei skewers Trump's entire speech to Congress in 11 tweets https://t.co/6TMl4FBGtn by #HuffingtonPost vi… https://t.co/G8G7OVp0oY"
"4558","""In President Trump’s world, boring is disruptive."" https://t.co/hZDZraLXlb"
"4559","Democrats: Trump wasn't crazy, but let's see if he keeps it up - ""wasn't crazy"" during THIS speech. #howpresidential https://t.co/HbWRe3XPNE"
"4560","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"4561","RT @joeyayoub: Now CNN is calling Trump 'presidential', 'statesmanlike cadence, hitting notes of inspiration', 'poetic' https://t.co/xG5XVu…"
"4562","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"4563","RT @KatrinaNation: There’s much more to the story of the fallen Navy SEAL Trump praised in his speech to Congress https://t.co/735z6nytAB v…"
"4564","RT @MotherJones: Bernie Sanders Tells Supporters to Keep Fighting Because Republicans are ""Not So Cocky Anymore"" https://t.co/xEWV91Bgg2"
"4565","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"4566","RT @Smith83K: George Takei Skewers Donald Trump's Speech To Congress In 11 Tweets https://t.co/mghtSNXSQS"
"4567","RT @politico: What Trump didn’t say in his address to Congress https://t.co/mK74lnkwZM via @AnnieKarni https://t.co/AjZzVREjWk"
"4568","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"4569","Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/oTYRbGwDAP"
"4570","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"4571","RT @TPM: Schumer on Trump: ""Speech and reality have never been more detached"" https://t.co/FDWpgCM5kV https://t.co/AEfrpg30lU"
"4572","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"4573","Trump's speech - a heroic effort in contradiction &amp; cliche; full of inconsistency when compared to words &amp; deeds https://t.co/qCfUq7Etrs"
"4574","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4575","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"4576","RT @GlennThrush: Trump succeeded cos the bar was low, he stuck to script and, for the first time, added some redemption to his wrath https:…"
"4577","RT @FoxBusiness: President #Trump's first speech to Congress: Buy American, Hire American   https://t.co/hV63jUlMxx"
"4578","RT @realDennisLynch: Trump LIVE from Congress.  Watch it live here: https://t.co/DXcawbEFb1"
"4579","RT @FoxNews: 'A Very Encouraging Night': @SenTedCruz Reacts to @realDonaldTrump's Address https://t.co/oDr5doJKUN"
"4580","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"4581","RT @ComplexPop: Colbert on Trump's speech: ""Any chance there's a mistake and 'Moonlight' is the president?"" https://t.co/gqSv35SOgx https:/…"
"4582","MarketWatch: RT capitolreport: Trump shifts tone but not policies in speech to Congress https://t.co/1YKsRu7MSK https://t.co/OV9tSmGEXc"
"4583","RT @Harlan: In Congress speech, Trump stood to unify while Democrats sat to divide

Great piece @kayleighmcenany! https://t.co/MCNrpZDHFk"
"4584","RT @nytimes: Our reporters are fact-checking President Trump's speech in real time https://t.co/fzaWbr6V4Y"
"4585","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"4586","RT @FoxNews: .@POTUS: ""The time for small thinking is over.  The time for trivial fights is behind us."" #TrumpAddress https://t.co/dAlG7hq9…"
"4587","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"4588","Trump is performing the role of president, not doing the job https://t.co/4jNfLJ2EXf"
"4589","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/c1UEyyra4W via @YouTube"
"4590","RT @CaesarOtavianus: Viewers strongly approve of Trump's speech to Congress https://t.co/FO06xWQwnv"
"4591","RT @CNN: Van Jones on Trump honoring a Navy SEAL's widow: ""He became President of the United States in that moment, period"" https://t.co/Q4…"
"4592","RT @ezraklein: How Obamcare has permanently changed America's healthcare debate: https://t.co/uIMj4g7jY2 https://t.co/XGvk6sq5cR"
"4593","RT @WSJPolitics: Trump speech to Congress marks a shift in tone https://t.co/lqiJn0YXgP by @HookJan"
"4594","RT @edyong209: The three failures of Trump's speech to Congress https://t.co/bCYARjHOt0"
"4595","RT @RedState: Donald Trump Shocks the World…Again, Sends Optimism Soaring In Post Speech Polling https://t.co/C3nvEIBi6c"
"4596","RT @OccupyWallStNYC: Replying to Trump's #JointAddress, Bernie Sanders tells resisters to 'Keep showing up, keep calling Congress' https://…"
"4597","Latest: Democrats Response To President Donald Trump’s Speech To Congress (Full) | NBC News https://t.co/jZC86woIfk"
"4598","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"4599","Bernie Sanders Tells Supporters to Keep Fighting Because Republicans are ""Not So Cocky Anymore"" | Mother Jones https://t.co/L5LVcBnAmP"
"4600","Bernie Sanders Tells Supporters to Keep Fighting Because Republicans are ""Not So Cocky Anymore"" | Mother Jones https://t.co/TyRoM85gge"
"4601","RT @JoshHallGOP: ""In Congress speech, Trump stood to unify while Democrats sat to divide!"" @kayleighmcenany summed it up well! ---&gt;

https:…"
"4602","RT @HuffingtonPost: . @GeorgeTakei skewers Trump's entire speech to Congress in 11 tweets https://t.co/A6EXIovLSv https://t.co/a3thmQGocx"
"4603","RT @latimes: For Muslim Americans, Trump's speech to Congress reaffirms fears https://t.co/Fd3ryTNEjw"
"4604","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"4605","RT @ComplexPop: Colbert on Trump's speech: ""Any chance there's a mistake and 'Moonlight' is the president?"" https://t.co/gqSv35SOgx https:/…"
"4606","RT @CharlesHurt: Dems left angry, sour and bewildered by Trump's spectacular speech... https://t.co/Qrtc0jmB1e"
"4607","RT @FOX8NOLA: A record 3 million tweets sent on Trump's speech to Congress &gt;&gt; https://t.co/HFt8kzTMOV https://t.co/TrvS7rOzPL"
"4608","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"4609","RT @ddale8: Same hard-line nationalism, new lofty tone. My speech take: a rebranding, not a reboot, from a master salesman. https://t.co/3h…"
"4610","RT @politico: Our reporters fact-checked @POTUS' first address to Congress https://t.co/Tsg9PBQaOS https://t.co/wDVolRC4OY"
"4611","RT @politico: Democrats' response to @realDonaldTrump: 'Reckless' president will 'rip' health care away from working class https://t.co/jAq…"
"4612","Trump highlights Pompe disease in first speech to Congress.  https://t.co/BjBAfBES7w Review the clinical presentati… https://t.co/SiabMEjyvt"
"4613","Trump is (still) spoiling for a trade war - President Trump avoided the harsh trade talk that underpinned his p... https://t.co/z22bgzEGhB"
"4614","RT @GlennThrush: Trump succeeded cos the bar was low, he stuck to script and, for the first time, added some redemption to his wrath https:…"
"4615","RT @ABC: Pres. Trump pitches unity to Congress amid turbulent start to presidency. ""The time for trivial fights is behind us"" https://t.co/…"
"4616","RT @FoxBusiness: President #Trump's first speech to Congress: Buy American, Hire American   https://t.co/hV63jUlMxx"
"4617","Trump Speech to Joint Session of Congress: Mission Accomplished https://t.co/8r7kN9sIMN"
"4618","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"4619","RT @France24_en: VIDEO -  Trump's first speech to US Congress: ""a dark vision of America"" https://t.co/LCKIh66GIA https://t.co/a8Qq0nQWyv"
"4620","There’s much more to the story of the fallen Navy SEAL Trump praised in his speech to Congress - Vox https://t.co/8pusMuGMnQ"
"4621","RT @VanityFair: Watch Colbert shred Trump’s speech to Congress for 12 straight minutes https://t.co/0knneSno7k https://t.co/TE7Gv26zpP"
"4622","Trump shifts his tone with more presidential and traditional speech, but not his policies https://t.co/rmycGvmyrN via @WSJ"
"4623","RT @politico: Despite what @realDonaldTrump says, polls show that ""national pride"" is not so high https://t.co/yPb8ZmP3tG https://t.co/YxIX…"
"4624","RT @FoxNews: 'A Very Encouraging Night': @SenTedCruz Reacts to @realDonaldTrump's Address https://t.co/oDr5doJKUN"
"4625","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"4626","RT @CharlesHurt: Dems left angry, sour and bewildered by Trump's spectacular speech... https://t.co/Qrtc0jmB1e"
"4627","RT @RexHuppke: ""New Trump"" is nonsense. He changed tone, but I show how his words conflict with his deeds.

He. Hasn't. Changed.

https://t…"
"4628","RT @FAIRImmigration: ICYMI: Full text of President Trump's first address to Congress here: https://t.co/4ElCSKpekQ via @USATODAY"
"4629","Fact checking Trump's speech. https://t.co/DfwbEimmow"
"4630","RT @joeyayoub: Now CNN is calling Trump 'presidential', 'statesmanlike cadence, hitting notes of inspiration', 'poetic' https://t.co/xG5XVu…"
"4631","RT @KatrinaNation: The Racism of ‘The Least Racist Person’ in Trump’s Speech to Congress https://t.co/qUFUXCjDZA"
"4632","RT @MotherJones: Bernie Sanders tells supporters to keep fighting because Republicans are ""not so cocky anymore"" https://t.co/xEWV91Bgg2"
"4633","RT @JasonMillerinDC: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/Jtqo5Ylt5f"
"4634","RT @vdare: Good poll results for President Trump's speech at the Joint Session of Congress tonight. https://t.co/gKF9BPxapt"
"4635","The Daily 202: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/Reap3Us15z #breakingnews #news"
"4636","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"4637","https://t.co/YDN3U1gfp9 What a surprise!  Trump includes some 4-Pinocchio claims in his big speech!  #LiarInChief"
"4638","President Trump said his speech to Congress would convey what was in his heart. In two words: “America first.”… https://t.co/HvvCrJFI09"
"4639","'UNITY AND STRENGTH' Trump sets ambitious agenda in speech, vows economic revival via the @FoxNews app https://t.co/k9aUqy05LO"
"4640","#mensfashion In His Joint Congress Speech, Donald Trump Claimed He Inherited a Bad Economy, Despite, Y'know, Ev... https://t.co/GD1uN8hvzl"
"4641","RT @THR: TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/fyElagIEFP https://t.co/gtxdbEQQoj"
"4642","Grading Trump's Speech to Congress on a Curve - The Atlantic https://t.co/eTzyOohZKI"
"4643","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"4644","Trump speech to Congress marks a shift in tone https://t.co/lqiJn0YXgP by @HookJan"
"4645","RT @Complex: Colbert on Trump's speech: ""Any chance there's a mistake and 'Moonlight' is the president?"" https://t.co/c64sYXNkuc https://t.…"
"4646","RT @CaptainsLog2017: #TheResistance #JointSession

Surprise, surprise, surprise

Almost every big claim Donald Trump just made was false ht…"
"4647",".@POTUS: ""I am greatly honored to have Maureen Scalia with us in the gallery... https://t.co/yPQ3aORUvt by… https://t.co/nIOtGWA28z"
"4648","RT @mattyglesias: Nothing Trump said last night helped move any closer to achieving any of his stated goals — he’s playing the part. https:…"
"4649","What Trump Got Right in His Speech to Congress https://t.co/yUnguUQPxQ via @JDaniel_Davis @DailySignal I agree with these assessments"
"4650","Viewers strongly approve of Trump's speech to Congress https://t.co/FO06xWQwnv"
"4651","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4652","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4653","I liked a @YouTube video from @globalnews https://t.co/R1AHkr1hiW U.S. President Donald Trump full speech to Congress"
"4654","RT @WSJ: Analysis of Trump's speech to Congress: The edges of the president’s most incendiary rhetoric were sanded off https://t.co/L9m10M4…"
"4655","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4656","RT @politico: Democrats' response to @realDonaldTrump: 'Reckless' president will 'rip' health care away from working class https://t.co/jAq…"
"4657","Piggybacking off his first speech to Congress, the Trump propaganda wing is salivating, why, well they have diverted attention again."
"4658","5 Key Takeaways From President Trump’s Speech https://t.co/6Oybs1yVfm"
"4659","RT @chavezglen1755: Democrats Refuse To Shake Trump's Hand After Speech To Congress
https://t.co/UYwbyRLbrE"
"4660","RT @AC360: Trump says ""radical Islamic terrorism"" in his speech despite pushback from his national security adviser https://t.co/plkROn5uQa"
"4661","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"4662","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"4663","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/lmTPMgeVNk via @YouTube"
"4664","Watch the entirety of Trump's first joint address to Congress https://t.co/whirPfGIyG"
"4665","The Three Failures of Trump's Speech to Congress - The Atlantic https://t.co/6kx2lkcWZ2"
"4666","RT @business: This is what Wall Street is saying about Donald Trump's #JointAddress to Congress https://t.co/FkC2ERQ4cl https://t.co/gfZQ9N…"
"4667","RT @THR: TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/fyElagIEFP https://t.co/gtxdbEQQoj"
"4668","Democrats Remain Seated As Trump Recycles Empty Campaign Rhetoric In Speech To Congress
https://t.co/tRKAQJiW8q"
"4669","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4670","Shirking ordering the raid in Yemen—annotated guide to Trump's first address to Congress | US news | The Guardian https://t.co/xFelrjbPuo"
"4671","RT @Salon: Democrats in Congress are decidedly wary about embracing the new, low-key Trump https://t.co/UPNwR4vLqg https://t.co/PRrrPzuVYi"
"4672","RT @HuffPostWeird: George Takei skewers Donald Trump’s speech to Congress in 11 tweets https://t.co/spYDEZFabq https://t.co/iVOXcRijmp"
"4673","The two most debased moments of Donald Trump’s speech to Congress: https://t.co/atRZipHBjZ via @slate"
"4674","RT @politico: ICYMI: Our reporters fact-checked @POTUS' first address to Congress https://t.co/5B5ARQ3ybP https://t.co/e6iv9b6DUC"
"4675","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"4676","RT @WSJPolitics: Trump shifts his tone with more presidential and traditional speech -- but policies are the same https://t.co/cHWTxVhu1b"
"4677","RT @chicagotribune: Fact check: Donald Trump's claims on jobs, Obamacare https://t.co/ZyFVm5PjAo https://t.co/n20SW5F7uR"
"4678","https://t.co/82d4V8LQ9h @SenSanders he didn't mention those things bc that wasn't his campaign. It was yours that USA rejected <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>"
"4679","RT @MotherJones: Bernie Sanders tells supporters to keep fighting because Republicans are ""not so cocky anymore"" https://t.co/xEWV91Bgg2"
"4680","RT @factcheckdotorg: Our annotated transcript of Trump speech to Congress: https://t.co/Ap5eCCCFs9"
"4681","RT @CharlesHurt: Dems left angry, sour and bewildered by Trump's spectacular speech... https://t.co/Qrtc0jmB1e"
"4682","RT @THR: Fact-checking Trump's speech: A look at some of his claims in his address to Congress https://t.co/gJ7rzTK4wv https://t.co/VHr988o…"
"4683","RT @nuiotwo: Democrat lawmaker plans to boycott Trump’s speech to Congress and wants others to join her https://t.co/M2gIs7WjaN"
"4684","Donald Trump Shocks the World…Again, Sends Optimism Soaring In Post Speech Polling https://t.co/C3nvEIBi6c"
"4685","RT @FoxBusiness: President #Trump's first speech to Congress: Buy American, Hire American   https://t.co/hV63jUlMxx"
"4686","The two most debased moments of Donald Trump’s speech to Congress: https://t.co/LQV30LKXdj via @slate"
"4687","Trump strikes bipartisan note in unifying speech to Congress https://t.co/hoJEkao4jX via @DCExaminer"
"4688","So sad. https://t.co/uLvdXAAIBL"
"4689","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"4690","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"4691","RT @CNN: Van Jones on Trump honoring a Navy SEAL's widow: ""He became President of the United States in that moment, period"" https://t.co/Q4…"
"4692","RT @business: This is what Wall Street is saying about Donald Trump's #JointAddress to Congress https://t.co/FkC2ERQ4cl https://t.co/gfZQ9N…"
"4693","RT @CNN: Van Jones on Trump: 'He became President of the United States in that moment, period' https://t.co/PkQV7RhnCO"
"4694","I liked a @YouTube video from @niskeytv https://t.co/k5R6ZfMAy1 FULL SPEECH: President Trump's First Address To Congress"
"4695","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"4696","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4697","RT @WestJournalism: WATCH: Krauthammer Just Responded To Trump's Speech With 9 Words That'll Drop Jaws https://t.co/yETsYRXuQF https://t.co…"
"4698","Every big claim Trump made in his speech was a LIE - Base of fools loves to be lied to. https://t.co/s9rryfHsbS @potus @realdonaldtrump"
"4699","RT @politicususa: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/RXQLLGLc7P #p2 #p2b #ct…"
"4700","RT @ChemiShalev: Trump’s Congress speech hits reset button on his presidency, until his next tweet
https://t.co/iRofwEgmV2"
"4701","The Daily 202: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/UFuukrKtZq #NYC… https://t.co/aP7ALGwUPA"
"4702","RT @exlarson: So wait. One speech, in which Trump does not look like a lunatic, erases all the other Strangelovian moments?  https://t.co/6…"
"4703","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/SAi1yknMMw via @YouTube"
"4704","RT @McFaul: It is NOT an breakthrough presidential accomplishment to read a speech. ""Trump tries on normal"" https://t.co/irbhsGH6mv"
"4705",".@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/iUvOqHnlUO"
"4706","Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/yuq4eYhLnn via @fusion"
"4707","""New Trump"" trending after President Donald Trump's speech to Congress; will his approval ratings rise as a result?… https://t.co/4XD8pK7JxK"
"4708","RT @Smith83K: Stephen Colbert Rips Apart Donald Trump's First Major Speech To Congress https://t.co/YWkaEguVbo"
"4709","RT @Telegraph: Democrat women wear white to Donald Trump's congress speech in honour of women's rights https://t.co/uLCOTRaVkV"
"4710","RT @THR: TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/fyElagIEFP https://t.co/gtxdbEQQoj"
"4711","RT @FoxNews: .@POTUS: ""My job is not to represent the world.  My job is to represent the United States of America."" #TrumpAddress https://t…"
"4712","RT @BruceBartlett: 13 lies in Trump's speech last night. https://t.co/3KVSiNPZAl"
"4713","A record 3 million tweets sent on Trump's speech to Congress &gt;&gt; https://t.co/HFt8kzTMOV https://t.co/TrvS7rOzPL"
"4714","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"4715","#Politics The Daily 202: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/SSiUmqZZ51… https://t.co/l2Ip8PikRe"
"4716","“Trump’s speech to Congress marks the real start of his presidency”
Now laser focus on thoughtful reform &amp; delivery https://t.co/YUegvf0iF8"
"4717","RT @factcheckdotorg: Fact-checking President Trump's speech to Congress: https://t.co/5rfTAVLS51"
"4718","RT @BranGoch: Trump is performing the role of president, not doing the job https://t.co/BOjVDHubU4 via @voxdotcom
That would be real work!"
"4719","FULL SPEECH: President Donald Trump Speech to Joint Session Of Congress ... https://t.co/6uuPy9wBqx via @YouTube"
"4720","RT @EmmaKennedy: Almost every big claim he made was false. How is he allowed to get away with this? https://t.co/kqOnzkt13g"
"4721","How Trump's Cheap Insurance Might Be More Expensive - In last night’s speech to a joint session of Congress, Pr... https://t.co/iYDupQZfnK"
