"","x"
"2689","I updated my personal blog with a new post titled ""Kohl’s &amp; Macy’s Looking For Roommates To Help Pay The Rent"". https://t.co/XuIseEQgzi"
"2690","If you're looking for work in #Chesapeake, VA, check out this #job: https://t.co/D1E6Z56SCH #Finance #Hiring #CareerArc"
"2691","Can you recommend anyone for this #job in #Lawrenceville, NJ? https://t.co/GSWxRSn1xy #Sales #Hiring #CareerArc"
"2692","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2693","Want to work in #Birmingham, AL? View our latest opening: https://t.co/bWVQ0XKzhb #Retail #Job #Jobs #Hiring #CareerArc"
"2694","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2695","Can you recommend anyone for this #job in #Wauwatosa, WI? https://t.co/B7utacfNDP #Retail #Hiring #CareerArc"
"2696","We're #hiring! Read about our latest #job opening here: Asset Protection / Loss Prevention Detective, Part... - https://t.co/AQu23Xv643"
"2697","This #job might be a great fit for you: **Retail Cosmetics Sales - Beauty Advisor Lancome** Full Time: San... - https://t.co/icCgGMhaIP"
"2698","Can you recommend anyone for this #job in #OklahomaCity, OK? https://t.co/H3if57V523 #Clerical #Hiring #CareerArc"
"2699","Can you recommend anyone for this #job in #SanFrancisco, CA? https://t.co/TqrXUUjW3w #Sales #Hiring #CareerArc"
"2700","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2701","Kohl’s &amp; Macy’s Looking For Roommates To Help Pay The Rent:

The department store business model isn’t quite... https://t.co/opAHDhwrpW"
"2702","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2703","We're #hiring! Click to apply: **Retail Cosmetics Sales - IMPULSE Beauty Artist and Sales Advisor** Full... - https://t.co/D51uyZ2pBw"
"2704","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2705","See our latest #Roseville, CA #job and click to apply: Retail Sales - Fragrances, Full Time: Roseville, CA,... - https://t.co/6IlG3zneNp"
"2706","Can you recommend anyone for this #job? Retail Visual Merchandiser, Full Time: Bel Air, MD, Macy's Harford - https://t.co/W5X4VrLEiN"
"2707","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2708","Want to work at Macy's Beauty? We're #hiring in #DalyCity, CA! Click for details: https://t.co/cSR84Wh6KS #Sales #Job #Jobs #CareerArc"
"2709","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2710","RT @WearItForLess: Macy's: Michael Kors Medium Morgan Tote only $96 (reg $228)! https://t.co/IybXv4VF4N on @bloglovin"
"2711","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/mal9bXtRLx #Sales #Philadelphia, PA #Hiring #CareerArc"
"2712","We're #hiring! Read about our latest #job opening here: **Retail Support - Receiving** Flex: Sunnyvale, CA,... - https://t.co/5CR6zWodFQ"
"2713","Contest: 20 win $50 Macy’s Gift Card https://t.co/xZboQ9glLy #Free #Deals #Coupons - https://t.co/NxMXhjH2Md https://t.co/dERua1PZU4"
"2714","Macy's: Michael Kors Medium Morgan Tote only $96 (reg $228)! https://t.co/IybXv4VF4N on @bloglovin"
"2715","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/75i6AQD2Di #Sales #SantaRosa, CA #Hiring #CareerArc"
"2716","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2717","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2718","Want to work at Macy's Beauty? We're #hiring in #SanMateo, CA! Click for details: https://t.co/Hn29HqdLrq #Sales #Job #Jobs #CareerArc"
"2719","We're #hiring! Click to apply: Retail Sales, Full Time: San Antonio, TX, Macy's South Park - https://t.co/3Wr96sw2cG #SanAntonio, TX #Job"
"2720","Interested in a #job in #Nashville, TN? This could be a great fit: https://t.co/sbgksZgXM1 #Sales #Hiring #CareerArc"
"2721","Want to work at Macy's Retail? We're #hiring in #UnionCity, CA! Click for details: https://t.co/V2CVU93oPY #Finance #Job #Jobs #CareerArc"
"2722","Why I Still Believe In Macy's https://t.co/qJcfCzqcEt https://t.co/VOTa9GPqdM"
"2723","The floors go on forever... #chicago #hudsons #macys @ Macy's https://t.co/JgEim6mQNJ"
"2724","We're #hiring! Read about our latest #job opening here: **Retail Cosmetics Sales - Beauty Advisor Lancome**... - https://t.co/8H6lIyAQYl"
"2725","Contest: 20 win $50 Macy’s Gift Card -  https://t.co/9K5eLKyIwy https://t.co/DkAL9Xrb61"
"2726","Can you recommend anyone for this #job? Retail Commission Jewelry Captain, Full Time: Toms River, NJ, Macy's... - https://t.co/9neXJLsmp4"
"2727","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2728","Shopping Center Promos shares with you - ""RT dipreteeng: New tenants quickly fill former Sears, Macy’s stores | IC… https://t.co/qJvjATvlDi"""
"2729","RT @dipreteeng: New tenants quickly fill former Sears, Macy’s stores | @ICSC  https://t.co/3BLU4O0mEM"
"2730","Can you recommend anyone for this #job in #Wheaton, MD? https://t.co/lI3mWqGzTn #Finance #Hiring #CareerArc"
"2731","This #job might be a great fit for you: **Retail Cosmetics Sales - Beauty Advisor Clinique** Full Time: Daly... - https://t.co/rfXD7cKPcV"
"2732","Can you recommend anyone for this #job in #Frisco, TX? https://t.co/cmL0wqiKti #Finance #Hiring #CareerArc"
"2733","See our latest #Lakewood, CA #job and click to apply: Macy's LA East District: Lancôme Regional Makeup Artist - https://t.co/fuo8Z1nPSR"
"2734","Can you recommend anyone for this #job in #Birmingham, AL? https://t.co/PfKjwMzNfr #Sales #Hiring #CareerArc"
"2735","Can you recommend anyone for this #job? Asset Protection / Loss Prevention Detective, Full Time:... - https://t.co/Jyil5RymsT #Finance"
"2736","See our latest #SouthPortland, ME #job and click to apply: **Retail Sales** Part Time: South Portland, ME,... - https://t.co/Aw3y3mzWn5"
"2737","Kohl’s &amp; Macy’s Looking For Roommates To Help Pay The Rent https://t.co/SiQo1JljLK"
"2738","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2739","Can you recommend anyone for this #job in #Peabody, MA? https://t.co/5HYkm7jK4x #Sales #Hiring #CareerArc"
"2740","We're #hiring! Click to apply: **Retail Cosmetics Sales - Beauty Advisor Origins** Full Time: Corte Madera,... - https://t.co/FeIdXlTxuu"
"2741","This #job might be a great fit for you: NEW STORE OPENING - Retail Commission Sales - Men's Clothing, Full... - https://t.co/i6GNSpRxAi"
"2742","If you're looking for work in #Pleasanton, CA, check out this #job: https://t.co/0uSuuVFtOY #Retail #Hiring #CareerArc"
"2743","See our latest #SanAntonio, TX #job and click to apply: **Retail Support Team** Flex: San Antonio, TX,... - https://t.co/8KkDc8fGcR #Retail"
"2744","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2745","Find out how Walmart and Macy’s are creating marketing space in an Amazon world. https://t.co/K6yQeD50BX"
"2746","This #job might be a great fit for you: **Retail Cosmetics Sales - Beauty Advisor Clarins** Part Time: San... - https://t.co/5nWlBK6dRr"
"2747","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/ynLlm5gcAL #Finance #Job #Jobs #Hiring #CareerArc"
"2748","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2749","RT @pirateprty4usa: @GoRedForWomen @Macys @PeytonList no Macy's. never again. No more $."
"2750","See our latest #Leawood, KS #job and click to apply: **Retail Pricing Associate** Flex: Leawood, KS, Macy's... - https://t.co/6k6WUzXKEd"
"2751","I just added this to my closet on Poshmark: <ed><U+00A0><U+00BD><ed><U+00B2><U+009F> Greendog Girls M Blouse Macy's. https://t.co/70RzCogOwd via @poshmarkapp #shopmycloset"
"2752","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2753","Find out how Walmart and Macy’s are creating marketing space in an Amazon world. https://t.co/7rc33nREgj"
"2754","Want to work in #Bellevue, WA? View our latest opening: https://t.co/G2eYJZKCZa #Retail #Job #Jobs #Hiring #CareerArc"
"2755","See our latest #Lawrenceville, NJ #job and click to apply: **Asset Protection / Loss Prevention Detective**... - https://t.co/yDZ06GO3yd"
"2756","This #job might be a great fit for you: **Retail Cosmetics Sales - Counter Manager Dior** Full Time:... - https://t.co/qkM8hINYqW #Sales"
"2757","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2758","RT @alltidashley: @shannoncoulter @Macys I haven't been to Macy's since Election Day for this very reason"
"2759","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2760","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2761","Can you recommend anyone for this #job? Asset Protection / Loss Prevention Detective, Full Time: Glendale,... - https://t.co/EQwWxF37EO"
"2762","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2763","Join the Macy's Retail team! See our latest #job opening here: https://t.co/ooZaWlT8AM #Finance #Reno, NV #Hiring #CareerArc"
"2764","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2765","I checked in at Macy's on #Yelp https://t.co/2HdALBipZC"
"2766","Want to work in #OklahomaCity, OK? View our latest opening: https://t.co/nPJKgGWTxm #Retail #Job #Jobs #Hiring #CareerArc"
"2767","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2768","Can you recommend anyone for this #job? **Retail Cosmetics Sales - Beauty Advisor Origins** Part Time:... - https://t.co/AY6EvVKpO4 #Sales"
"2769","Can you recommend anyone for this #job? **Retail Cosmetics Sales - Beauty Advisor Lancome** Part Time: Santa... - https://t.co/m3t03BeoLI"
"2770","We're #hiring! Read about our latest #job opening here: Retail Selling Floor Lead, Full Time: San Antonio,... - https://t.co/BJUYHWPISd"
"2771","ENTER TO WIN ONE OF TWENTY $50 MACY'S GIFT CARDS!  

Simple to enter...just enter your email address!  Good luck!... https://t.co/tpPWWL4Vhl"
"2772","Want to work at Macy's Beauty? We're #hiring in #Hayward, CA! Click for details: https://t.co/7VA2O2TZoh #Sales #Job #Jobs #CareerArc"
"2773","We're #hiring! Click to apply: **Retail Support Signing Team Associate** Part Time: Sunnyvale, CA, Macy's... - https://t.co/AnQyN3HiDz"
"2774","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2775","RT @spotcre: Macy's, Inc.'s #RealEstate Cash Machine Takes Off https://t.co/T0X9Bf5y2g 
a change in #CRE #Retail"
"2776","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2777","#Macys  Kohl's, #acys Struggle: Can Department Stores Ever Be Cool Again? . Read more: https://t.co/B8l89s8Enl $M"
"2778","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2779","We're #hiring! Read about our latest #job opening here: Retail Sales, Full Time: Nashville, TN, Macy's Green... - https://t.co/DzBNXvH6Hc"
"2780","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2781","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2782","See our latest #Sacramento, CA #job and click to apply: Retail Cosmetics Sales - Beauty Advisor Clinique,... - https://t.co/eVNKhNnfvE"
"2783","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2784","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2785","Can you recommend anyone for this #job? Retail Visual Merchandiser, Full Time: Washington, DC, Macy's... - https://t.co/gKw9jrYGi9 #Retail"
"2786","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2787","#Macys #acys selling closed Eastfield Mall location in Springfield. Read more: https://t.co/epO7LQL96E $M"
"2788","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2789","RT @eve_graycat8410: @shannoncoulter @Macys NO to BUY at Macy's... #GrabYourWallet"
"2790","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2791","This #job might be a great fit for you: **Retail Cosmetics Sales - Beauty Advisor Clarins** Part Time: Santa... - https://t.co/21SYW7qjjq"
"2792","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2793","If you're looking for work in #Holyoke, MA, check out this #job: https://t.co/kjsFyqx08n #Sales #Hiring #CareerArc"
"2794","RT @spotcre: Macy's, Inc.'s #RealEstate Cash Machine Takes Off https://t.co/T0X9Bf5y2g 
a change in #CRE #Retail"
"2795","Can you recommend anyone for this #job? Macy's Logistics: Warehouse Associate, Part time - https://t.co/aEiS2BwkjD #SupplyChain #Tampa, FL"
"2796","Want to work at Macy's Beauty? We're #hiring in #Louisville, KY! Click for details: https://t.co/H0lCMIVzjk #Sales #Job #Jobs #CareerArc"
"2797","Macy's, Inc.'s #RealEstate Cash Machine Takes Off https://t.co/T0X9Bf5y2g 
a change in #CRE #Retail"
"2798","RT @ThriftyJinxy: Enter for a chance to #win 1 of 20 $50 Macy's Gift Cards! #giveaway AD https://t.co/Zs0W7GtW8i https://t.co/0R6AjM18Gx"
"2799","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2800","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2801","We're #hiring! Click to apply: **Retail Cosmetics Sales - Beauty Advisor Shiseido** Part Time: San Rafael,... - https://t.co/zj4pk7MLg2"
"2802","Macy's offers some clues about which kinds of stores could be on the chopping block https://t.co/zvbpctTa5N https://t.co/t0MR1TZ1os"
"2803","See our latest #SanRafael, CA #job and click to apply: **Retail Cosmetics Sales - Beauty Advisor Estee... - https://t.co/MiGWiloUY8 #Sales"
"2804","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2805","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2806","Want to work in #SanAntonio, TX? View our latest opening: https://t.co/YrRQcVWEmJ #Retail #Job #Jobs #Hiring #CareerArc"
"2807","Can you recommend anyone for this #job in #Albany, NY? https://t.co/WRLyYw1Ai4 #Sales #Hiring #CareerArc"
"2808","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2809","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2810","We're #hiring! Read about our latest #job opening here: **Connect @ Macy's Specialist** Full Time:... - https://t.co/xqDChCUQeH #Retail"
"2811","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/HbRZ3nhxHy #Sales #SanLeandro, CA #Hiring #CareerArc"
"2812","Interested in a #job in #Sacramento, CA? This could be a great fit: https://t.co/zxXc7WwKb7 #Sales #Hiring #CareerArc"
"2813","This #job might be a great fit for you: Macy's **Retail Commission Sales - Women's Shoes** Part Time: Edina,... - https://t.co/oRC6S9ZkNK"
"2814","Want to work at Macy's Retail? We're #hiring in #Honolulu, HI! Click for details: https://t.co/vZD9zjPLHs #Retail #Job #Jobs #CareerArc"
"2815","We're #hiring! Click to apply: Asset Protection / Loss Prevention Detective, Full Time: Redondo Beach, CA,... - https://t.co/gDpLU2GIGY"
"2816","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2817","Interested in a #job in #DalyCity, CA? This could be a great fit: https://t.co/JFdkLqLNKz #Sales #Hiring #CareerArc"
"2818","If you're looking for work in #Salem, NH, check out this #job: https://t.co/MqksrTvBWG #Sales #Hiring #CareerArc"
"2819","See our latest #Sunnyvale, CA #job and click to apply: **Retail Support - Receiving** Part Time: Sunnyvale,... - https://t.co/zOhGLDeV4e"
"2820","Join the Macy's Retail team! See our latest #job opening here: https://t.co/UcWnSQeX4W #Finance #SanFrancisco, CA #Hiring #CareerArc"
"2821","We're #hiring! Read about our latest #job opening here: **Retail Commission Jewelry Captain** Full Time:... - https://t.co/RRSU1h0qEr"
"2822","Can you recommend anyone for this #job? Retail Estee Lauder &amp; Clinique Cosmetic Business Leader, Full Time:... - https://t.co/7j1ijDB9qJ"
"2823","Want to work in #Hyattsville, MD? View our latest opening: https://t.co/aZ6huWWXjT #Retail #Job #Jobs #Hiring #CareerArc"
"2824","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2825","See our latest #CorteMadera, CA #job and click to apply: **Retail Cosmetics Sales - Beauty Advisor Chanel**... - https://t.co/Ahvn2QRnCV"
"2826","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2827","Can you recommend anyone for this #job? Retail Cosmetics Sales - Beauty Advisor - Flex: Beaver Creek, OH,... - https://t.co/MwrZWDvSWU"
"2828","Want to work in #Edina, MN? View our latest opening: https://t.co/01aNAFw1mY #Sales #Job #Jobs #Hiring #CareerArc"
"2829","Join the Macy's Retail team! See our latest #job opening here: https://t.co/bYo3Ulwk1F #Retail #Bellevue, WA #Hiring #CareerArc"
"2830","This #job might be a great fit for you: Macy's Gallatin Valley Mall: Sales Supervisor - https://t.co/BMInjbTJ4g #Retail #Bozeman, MT"
"2831","Can you recommend anyone for this #job? **Retail Cosmetics Sales - Beauty Advisor Benefit** Part Time: Corte... - https://t.co/6hrGIKZVlW"
"2832","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2833","Can you recommend anyone for this #job in #SanAntonio, TX? https://t.co/fNHujPACbo #Retail #Hiring #CareerArc"
"2834","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2835","We're #hiring! Click to apply: Asset Protection / Loss Prevention Detective, Full Time: Littleton, CO,... - https://t.co/ZgYtmQLek3 #Job"
"2836","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2837","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2838","We're #hiring! Read about our latest #job opening here: **Retail Cosmetics Sales - Beauty Advisor Chanel**... - https://t.co/gqirY4erPm"
"2839","This #job might be a great fit for you: **Retail Cosmetics Sales - Beauty Advisor Benefit** Full Time: Daly... - https://t.co/R1rWR2T0Fu"
"2840","@Macys @joejonas @GUESS lol when I worked at Macy's I never knew the guess brand until then, and then u modeled it <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"2841","Want to work at Macy's Beauty? We're #hiring in #SanMateo, CA! Click for details: https://t.co/ljhPmXHih1 #Sales #Job #Jobs #CareerArc"
"2842","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2843","This #job might be a great fit for you: Retail Sales, Part Time: Tukwila, WA, Macy's Southcenter - https://t.co/VTvcf5VmeO #Tukwila, WA"
"2844","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2845","Macy’s: Ralph Lauren Flat Front Corduroy Pants Just $14.99 (Regularly $95) https://t.co/kquMCCG2vz"
"2846","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2847","We're #hiring! Click to apply: Retail Sales - Fragrances, Full Time: Calumet City, IL, Macy's River Oaks Center - https://t.co/Q84Cya06fo"
"2848","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2849","Mixed fortunes for Walmart and Macy’s in the retail war against #Amazon https://t.co/oA9viSAXnB #eCommerce"
"2850","Can you recommend anyone for this #job in #Sacramento, CA? https://t.co/dB8ymZ17jc #Sales #Hiring #CareerArc"
"2851","We're #hiring! Read about our latest #job opening here: Retail Sales - Fragrances, Full Time: Dublin, OH,... - https://t.co/c0hY0pkq4R"
"2852","We're #hiring! Read about our latest #job opening here: Retail Support Team, Flex: Houston, TX, Macy's... - https://t.co/oHW09LkNaz #Retail"
"2853","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2854","We're #hiring! Click to apply: Asset Protection / Loss Prevention Security Guard, Part Time: Atlanta, GA,... - https://t.co/Of7OMdbLaC"
"2855","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2856","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2857","Interested in a #job in #SanJose, CA? This could be a great fit: https://t.co/EZLLNvJlwE #Retail #Hiring #CareerArc"
"2858","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2859","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2860","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2861","RT @Cabot_Chris: Thanks to Amazon, department store stocks like Macy's have been in free fall. Don't expect a comeback: https://t.co/E1ZBfA…"
"2862","RT @i_D: New York’s #protecttranskids protest went from Stonewall inn to Macy's makeup counters: https://t.co/KTttBbr2Il https://t.co/zHlCk…"
"2863","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2864","The winner is fashion!
Chic and affordable dresses from #Ivanka at Macy's
https://t.co/1B7xDtzYEg
#girlcrush https://t.co/YKIU4drjOn"
"2865","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2866","Interested in a #job in #LosAngeles, CA? This could be a great fit: https://t.co/nfEL4ywWB2 #Finance #Hiring #CareerArc"
"2867","Join the Macy's Retail team! See our latest #job opening here: https://t.co/wcEMGP5o7Y #Retail #Washington, DC #Hiring #CareerArc"
"2868","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
